Batch_ID,Start_Temp,Target_Temp,Ambient_Temp,Airflow_Rate,Humidity_Level,Material_Load,Fan_Speed,Heater_Power_Level,Control_Strategy,Preheating_Time,Energy_Consumed,Temp_Fluctuation_Index,Steady_State_Achieved
B1011,23.32,57.14,21.92,6.82,43.65,47.87,1443,74,PID,12.41,6.04,1.51,1
B1012,34.82,66.63,21.67,4.52,44.12,44.55,1327,80,PID,12.23,4.1,0.73,1
B1013,34.16,59.07,22.83,6.62,51.2,43.43,1374,77,FA-PID-LSSVM,6.33,3.26,0.68,1
B1014,20.59,62.45,26.07,6.21,58.22,53.35,1289,74,PID,10.92,6.09,1.11,1
B1015,30.58,59.26,26.19,4.76,39.88,52.19,1250,98,PID,9.28,5.86,1.12,1
B1016,33.88,57.01,21.78,4.2,31.27,52.87,1399,80,FA-PID-LSSVM,7.11,3.33,0.87,1
B1017,22.71,64.44,19.6,4.8,44.89,41.76,1360,74,FA-PID-LSSVM,5.99,3.86,0.79,1
B1018,28.52,55.81,25.59,6.74,46.33,57.87,1396,86,Fixed-Time,12.47,7.53,1.62,1
B1019,33.73,66.23,19.54,5.9,35.05,47.79,1086,91,Fixed-Time,15.63,5.1,1.59,1
B1020,20.51,59.76,24.94,6.16,52.81,46.27,1203,73,PID,8.31,4.65,0.66,1
B1021,30.46,55.0,26.32,4.77,59.55,49.25,1218,84,PID,7.24,5.8,0.61,1
B1022,24.46,62.67,26.41,6.16,58.37,47.8,1405,88,Fixed-Time,11.71,7.28,2.04,1
B1023,33.87,55.7,27.04,4.08,35.91,57.27,1479,91,Fixed-Time,10.78,6.08,1.93,1
B1024,34.57,59.14,28.47,5.13,56.26,58.59,1240,71,PID,9.17,4.97,0.99,1
B1025,34.16,65.6,24.0,5.88,51.13,46.07,1410,93,Fixed-Time,13.31,7.67,2.4,1
B1026,27.11,55.94,26.76,4.44,43.62,57.28,1319,86,PID,12.77,4.76,0.81,1
B1027,32.93,67.59,25.43,6.47,46.22,55.63,1257,81,FA-PID-LSSVM,5.26,4.04,0.73,1
B1028,32.67,55.06,20.24,4.71,55.49,58.62,1108,94,FA-PID-LSSVM,6.75,3.42,1.0,1
B1029,24.79,58.7,18.31,5.96,44.4,44.92,1255,93,Fixed-Time,13.64,9.34,2.07,1
B1030,32.43,66.11,21.41,5.22,41.2,51.54,1480,86,FA-PID-LSSVM,8.06,3.6,0.88,1
B1031,20.56,59.74,23.32,5.79,44.8,45.49,1281,79,FA-PID-LSSVM,7.53,3.73,1.23,1
B1032,28.94,56.53,25.41,4.32,47.37,56.48,1219,97,FA-PID-LSSVM,8.79,3.03,1.2,1
B1033,23.45,60.4,28.2,4.05,35.67,40.11,1082,94,FA-PID-LSSVM,6.3,3.66,0.51,1
B1034,21.81,59.06,20.35,6.73,57.03,51.3,1106,87,PID,12.05,5.02,0.86,1
B1035,21.15,67.64,19.51,4.81,50.23,46.78,1068,88,PID,12.28,6.33,1.64,1
B1036,30.44,59.7,29.56,6.46,49.0,46.45,1096,87,Fixed-Time,10.95,8.57,1.85,1
B1037,25.1,66.83,19.3,7.0,32.98,52.9,1211,82,FA-PID-LSSVM,7.24,4.58,0.62,1
B1038,30.87,68.38,23.74,4.63,48.13,57.03,1285,83,FA-PID-LSSVM,6.98,3.31,0.58,1
B1039,20.98,61.51,25.03,4.8,33.63,52.18,1236,93,FA-PID-LSSVM,6.85,3.71,0.9,1
B1040,24.73,68.65,24.5,5.99,32.36,57.06,1007,85,Fixed-Time,18.34,7.46,2.58,0
B1041,28.09,60.66,19.03,6.9,45.82,45.29,1293,87,PID,11.67,5.87,1.48,1
B1042,31.86,69.46,18.68,6.75,42.08,50.39,1188,95,FA-PID-LSSVM,7.02,3.53,0.98,1
B1043,24.78,56.34,19.27,5.51,47.66,49.01,1080,87,PID,8.94,4.35,1.06,1
B1044,29.39,65.31,25.03,6.39,32.68,40.23,1107,85,Fixed-Time,14.58,8.92,2.02,1
B1045,33.29,62.41,24.53,4.41,42.93,51.14,1320,86,PID,12.03,5.65,1.51,1
B1046,29.24,60.81,20.8,6.93,35.24,53.23,1066,76,FA-PID-LSSVM,6.63,3.25,0.65,1
B1047,23.49,64.49,25.65,6.89,59.61,51.84,1173,81,PID,10.31,4.93,1.56,1
B1048,20.37,65.56,27.84,4.49,46.83,54.73,1345,71,PID,9.79,4.65,1.78,1
B1049,33.05,55.07,18.5,4.9,50.62,51.43,1350,79,Fixed-Time,13.1,7.15,2.23,1
B1050,20.32,57.5,23.98,4.3,39.76,41.34,1327,74,Fixed-Time,11.73,6.51,2.69,1
B1051,33.12,65.7,26.27,4.82,32.84,42.33,1042,90,Fixed-Time,14.2,7.04,2.13,1
B1052,27.93,65.0,21.03,6.45,59.28,51.93,1186,72,Fixed-Time,11.09,4.86,2.16,1
B1053,34.09,69.49,21.69,5.13,38.59,45.5,1301,88,PID,7.72,5.86,1.04,1
B1054,31.98,66.42,25.36,4.27,42.71,41.59,1199,82,PID,9.02,6.2,1.3,1
B1055,34.97,69.26,28.78,5.03,49.5,48.59,1380,81,Fixed-Time,15.74,6.83,3.34,1
B1056,25.26,65.54,27.72,6.94,30.74,51.09,1418,72,Fixed-Time,12.79,7.47,2.82,1
B1057,31.51,59.47,25.0,5.89,54.31,46.57,1038,75,FA-PID-LSSVM,7.31,2.97,0.62,1
B1058,26.03,56.58,26.76,5.25,46.1,54.41,1219,83,FA-PID-LSSVM,6.98,3.67,0.31,1
B1059,27.2,66.73,22.38,4.5,38.35,52.88,1306,73,Fixed-Time,16.11,6.51,1.33,1
B1060,29.41,64.66,25.69,6.96,31.85,46.66,1003,82,PID,11.91,4.51,-0.01,1
B1061,33.11,55.72,23.59,6.46,34.87,55.1,1120,88,Fixed-Time,12.11,6.63,1.97,1
B1062,34.76,60.4,20.28,4.84,56.85,52.97,1335,87,PID,10.09,5.28,1.53,1
B1063,31.52,69.35,26.42,4.21,50.58,52.75,1076,98,PID,10.33,5.26,1.02,1
B1064,26.27,62.51,24.68,4.17,37.5,51.07,1467,72,FA-PID-LSSVM,7.43,3.67,0.98,1
B1065,26.32,61.49,22.3,4.36,31.97,40.23,1178,89,Fixed-Time,12.84,6.54,2.4,1
B1066,31.06,61.87,28.94,5.74,50.72,53.93,1132,75,Fixed-Time,14.5,8.02,1.11,1
B1067,23.58,58.13,18.25,6.79,47.17,47.52,1310,85,PID,8.6,6.66,0.74,1
B1068,21.66,60.53,21.79,5.49,42.14,58.85,1228,89,Fixed-Time,16.3,6.92,1.82,1
B1069,25.32,60.55,18.68,6.53,40.91,56.36,1275,93,FA-PID-LSSVM,6.28,3.61,0.73,1
B1070,24.31,55.79,27.2,5.34,36.5,51.75,1151,72,FA-PID-LSSVM,7.56,3.1,0.6,1
B1071,24.44,66.51,26.43,6.13,50.09,45.04,1163,81,Fixed-Time,16.63,9.27,2.91,1
B1072,23.5,61.25,21.98,6.2,59.12,44.07,1289,88,Fixed-Time,13.86,6.41,2.25,1
B1073,20.63,67.33,26.11,4.52,35.27,46.81,1377,88,FA-PID-LSSVM,8.26,4.06,1.22,1
B1074,20.27,67.76,22.75,5.08,47.91,49.53,1108,93,Fixed-Time,13.54,8.58,2.25,0
B1075,34.82,58.18,27.08,5.91,42.73,45.92,1125,73,PID,9.85,7.08,0.95,1
B1076,26.42,64.86,23.45,4.21,43.4,50.3,1239,70,Fixed-Time,16.36,7.86,1.99,1
B1077,25.76,62.08,22.95,5.08,37.62,43.31,1309,71,PID,10.28,5.45,0.97,1
B1078,30.19,68.2,29.22,5.6,54.75,59.55,1417,82,Fixed-Time,11.98,5.15,1.71,1
B1079,23.27,58.24,21.01,6.99,44.56,42.16,1466,99,Fixed-Time,16.69,7.62,2.39,0
B1080,34.25,65.17,19.45,5.42,46.3,58.64,1400,95,FA-PID-LSSVM,7.59,4.73,1.01,1
B1081,31.8,64.12,25.01,6.45,39.14,58.27,1388,98,PID,11.93,5.53,1.2,1
B1082,21.34,59.43,29.63,5.3,35.45,50.51,1344,82,FA-PID-LSSVM,7.85,4.12,0.83,1
B1083,26.26,57.05,22.53,6.39,32.58,54.5,1145,99,Fixed-Time,16.58,9.88,2.04,1
B1084,33.19,64.77,18.74,5.79,51.42,48.72,1251,71,FA-PID-LSSVM,7.1,3.57,0.5,1
B1085,34.17,66.08,22.07,6.66,35.89,52.6,1182,99,Fixed-Time,12.89,7.52,2.22,0
B1086,27.01,59.73,24.07,5.23,50.7,46.81,1308,88,Fixed-Time,16.44,8.98,1.86,1
B1087,29.2,64.67,19.94,5.81,41.71,46.02,1305,91,Fixed-Time,15.8,6.84,2.52,0
B1088,22.51,60.93,25.9,5.89,42.47,51.56,1071,93,PID,15.64,6.3,1.24,1
B1089,34.87,65.7,29.97,5.25,44.08,49.96,1218,85,PID,10.71,4.13,1.44,1
B1090,23.48,57.99,23.42,4.43,41.03,51.59,1206,81,PID,9.32,6.09,1.26,1
B1091,34.14,68.35,22.26,4.28,33.02,45.73,1172,70,FA-PID-LSSVM,7.29,3.89,0.88,1
B1092,29.74,59.31,22.81,4.05,39.29,47.34,1140,78,Fixed-Time,17.44,8.56,1.39,1
B1093,29.12,60.52,19.38,6.62,49.91,41.68,1271,86,FA-PID-LSSVM,5.27,3.11,0.57,1
B1094,27.69,55.87,28.6,4.71,49.97,41.05,1213,79,FA-PID-LSSVM,4.98,3.5,0.64,1
B1095,23.46,56.67,22.98,4.63,38.59,45.07,1467,87,Fixed-Time,19.25,6.83,2.65,1
B1096,22.65,62.74,22.65,6.21,43.8,41.48,1268,88,FA-PID-LSSVM,5.43,3.55,0.91,1
B1097,23.31,59.01,25.92,4.96,35.8,42.08,1019,76,Fixed-Time,12.0,8.25,2.05,1
B1098,22.8,67.53,23.3,5.52,36.31,56.26,1065,94,Fixed-Time,15.84,7.48,2.27,1
B1099,31.69,55.22,25.78,4.49,30.69,40.78,1482,88,Fixed-Time,13.87,7.48,2.1,1
B1100,25.25,60.69,18.74,6.88,56.9,53.18,1302,93,Fixed-Time,13.03,6.76,2.38,1
B1101,20.87,60.06,27.76,6.55,36.32,45.45,1146,84,FA-PID-LSSVM,7.04,3.14,0.7,1
B1102,34.54,55.29,29.29,6.59,36.83,57.43,1428,78,FA-PID-LSSVM,7.56,2.78,0.83,1
B1103,33.26,56.87,25.79,5.22,38.39,49.7,1164,79,FA-PID-LSSVM,7.03,2.98,0.83,1
B1104,33.92,61.2,29.45,6.29,33.82,46.11,1377,92,PID,9.36,6.9,1.56,1
B1105,34.92,62.39,19.82,4.43,49.18,50.35,1309,89,FA-PID-LSSVM,7.07,3.28,0.9,1
B1106,22.61,61.06,23.73,4.03,32.25,47.64,1005,89,FA-PID-LSSVM,7.77,3.63,0.6,1
B1107,25.94,62.96,25.22,4.06,34.03,51.29,1013,73,PID,10.19,5.31,1.29,1
B1108,31.37,63.93,24.98,5.76,49.34,42.29,1131,75,Fixed-Time,14.63,7.73,2.67,1
B1109,30.44,55.15,22.82,5.37,40.19,59.94,1341,73,Fixed-Time,15.13,8.07,1.46,1
B1110,22.31,61.96,22.06,5.55,51.24,48.51,1242,74,Fixed-Time,11.0,7.03,2.03,1
B1111,32.24,69.45,19.52,4.02,46.72,46.96,1438,78,PID,9.68,5.87,0.64,1
B1112,23.37,62.79,22.7,5.27,37.68,54.2,1230,81,FA-PID-LSSVM,6.47,3.26,0.47,1
B1113,23.36,65.16,19.95,6.15,49.52,47.28,1227,92,FA-PID-LSSVM,8.49,2.82,0.68,1
B1114,28.05,59.68,26.81,5.33,33.49,56.67,1161,77,FA-PID-LSSVM,7.91,3.82,0.58,1
B1115,28.89,66.61,20.51,6.2,46.09,49.09,1282,90,FA-PID-LSSVM,7.68,3.64,1.27,1
B1116,28.7,66.59,18.7,4.7,43.11,54.39,1262,74,PID,11.11,5.14,0.94,1
B1117,21.37,62.82,24.63,6.44,38.04,42.15,1130,98,FA-PID-LSSVM,6.26,3.09,1.07,1
B1118,33.16,69.64,25.14,5.77,48.12,56.92,1430,80,Fixed-Time,14.04,7.57,2.76,1
B1119,23.98,56.88,28.46,4.63,56.14,54.71,1224,92,PID,11.13,5.2,0.72,1
B1120,21.94,55.25,24.92,4.71,59.97,44.23,1257,80,PID,11.09,5.67,0.79,1
B1121,33.33,66.55,22.15,5.88,48.23,42.91,1233,82,Fixed-Time,13.52,7.01,2.26,1
B1122,34.33,67.11,27.64,6.49,42.14,46.33,1335,83,Fixed-Time,15.71,6.81,1.7,1
B1123,32.93,56.8,24.48,5.25,36.76,59.52,1408,97,FA-PID-LSSVM,6.58,3.86,0.76,1
B1124,32.14,58.98,18.95,4.77,37.71,45.14,1315,77,Fixed-Time,11.61,8.37,1.46,1
B1125,29.83,55.26,24.79,6.6,44.38,49.12,1462,94,PID,9.66,5.12,1.24,1
B1126,28.26,59.4,28.9,6.01,41.02,40.6,1023,99,PID,11.04,5.24,1.03,1
B1127,21.3,66.6,22.76,5.34,57.41,47.94,1270,87,PID,7.55,4.82,0.91,1
B1128,26.13,62.77,21.56,5.46,41.05,51.43,1094,88,FA-PID-LSSVM,7.47,3.95,0.99,1
B1129,25.59,60.22,19.72,4.61,41.2,59.06,1141,81,FA-PID-LSSVM,7.76,3.43,0.7,1
B1130,23.9,60.58,19.82,5.88,41.51,50.33,1181,81,Fixed-Time,12.51,5.49,2.5,0
B1131,30.85,55.02,23.19,5.08,55.1,56.38,1205,87,FA-PID-LSSVM,5.4,3.35,0.91,1
B1132,27.44,59.5,25.15,6.99,49.52,50.94,1389,79,FA-PID-LSSVM,6.64,4.38,0.82,1
B1133,21.22,64.7,18.97,5.44,48.43,40.82,1461,76,PID,10.35,4.99,0.79,1
B1134,23.3,69.61,29.27,5.46,40.02,46.3,1080,97,PID,10.36,5.52,1.16,1
B1135,30.25,67.71,27.06,5.7,54.54,51.51,1273,87,Fixed-Time,14.46,6.33,1.38,1
B1136,21.14,55.35,25.04,6.75,31.15,59.01,1275,81,PID,10.34,6.29,1.37,1
B1137,32.77,68.48,27.94,6.4,56.12,57.18,1370,83,FA-PID-LSSVM,7.83,4.11,0.91,1
B1138,27.43,66.75,18.96,5.35,45.38,44.57,1445,84,Fixed-Time,15.86,5.42,2.1,1
B1139,27.21,66.71,23.72,6.16,41.95,44.4,1464,85,Fixed-Time,10.27,6.76,2.31,1
B1140,28.89,61.87,25.56,5.76,44.92,44.02,1207,71,PID,11.94,5.59,0.89,1
B1141,32.37,60.97,27.94,5.48,50.02,58.45,1295,99,PID,11.04,5.08,1.28,1
B1142,25.22,59.54,27.4,4.58,30.38,57.05,1038,99,PID,9.41,4.81,1.55,1
B1143,30.17,55.99,21.32,5.39,56.15,55.5,1435,87,Fixed-Time,11.9,6.02,1.97,1
B1144,28.49,58.42,29.29,4.74,43.4,47.85,1287,81,PID,9.34,5.08,0.97,1
B1145,24.01,58.7,19.49,6.74,40.29,50.09,1123,85,FA-PID-LSSVM,7.38,2.53,1.05,1
B1146,33.18,62.26,28.5,5.01,34.15,49.29,1363,82,Fixed-Time,16.01,7.27,1.84,1
B1147,31.96,66.21,29.65,6.86,43.18,45.07,1456,89,PID,10.31,5.98,0.59,1
B1148,29.88,62.11,20.13,5.6,44.89,50.1,1282,86,FA-PID-LSSVM,5.94,3.58,0.87,1
B1149,32.76,55.87,26.66,5.89,42.11,40.61,1365,87,FA-PID-LSSVM,6.09,3.63,0.68,1
B1150,33.01,69.37,18.48,5.63,50.36,42.64,1179,72,PID,10.08,6.02,1.47,1
B1151,30.63,69.14,22.87,4.39,42.63,57.73,1096,92,FA-PID-LSSVM,6.0,2.97,0.72,1
B1152,32.56,66.78,24.2,5.13,58.84,55.03,1190,79,Fixed-Time,13.95,6.34,2.52,1
B1153,30.46,69.87,24.97,4.3,47.98,48.46,1073,70,Fixed-Time,15.16,8.08,2.09,1
B1154,30.2,63.17,29.23,5.87,54.22,50.34,1446,75,FA-PID-LSSVM,4.96,3.97,0.71,1
B1155,29.28,69.44,26.07,5.34,33.28,47.4,1272,72,Fixed-Time,16.55,6.94,2.03,1
B1156,31.29,56.13,23.78,6.33,41.92,54.82,1496,88,PID,11.01,4.13,1.24,1
B1157,22.38,60.49,27.72,4.66,40.11,55.68,1048,73,FA-PID-LSSVM,6.55,3.62,1.15,1
B1158,33.21,58.38,29.41,4.49,47.08,55.27,1483,98,Fixed-Time,17.63,7.05,2.43,0
B1159,33.08,57.94,18.26,5.22,55.83,54.45,1336,89,PID,9.23,5.36,0.94,1
B1160,20.44,57.11,29.79,6.78,32.35,44.09,1209,92,PID,10.54,5.81,1.18,1
B1161,32.39,64.34,19.03,6.13,32.18,46.76,1115,72,Fixed-Time,13.22,7.2,2.35,1
B1162,21.93,66.72,27.77,5.26,55.51,49.4,1022,77,FA-PID-LSSVM,5.89,4.32,1.24,1
B1163,25.03,63.67,21.36,5.55,36.39,46.62,1097,77,PID,9.89,5.98,1.83,1
B1164,31.15,57.2,19.59,4.25,50.06,55.1,1327,96,PID,11.99,5.79,0.65,1
B1165,22.41,67.17,23.28,6.95,46.29,46.59,1396,98,PID,9.66,4.94,1.62,1
B1166,32.27,64.54,25.73,6.0,54.99,42.76,1406,76,PID,9.4,5.19,1.45,1
B1167,32.48,60.82,22.57,4.86,33.75,47.98,1312,71,FA-PID-LSSVM,6.22,3.64,0.83,1
B1168,27.61,65.11,18.65,5.76,33.89,59.6,1189,90,Fixed-Time,15.75,7.66,2.31,1
B1169,20.1,58.9,25.19,4.33,46.7,44.52,1181,75,Fixed-Time,15.13,7.04,2.13,1
B1170,24.31,60.18,28.83,6.9,58.39,52.24,1147,97,Fixed-Time,12.81,7.77,1.79,1
B1171,29.25,68.76,22.6,4.52,42.45,48.66,1341,85,PID,9.26,5.82,1.13,1
B1172,34.72,59.36,20.6,5.94,39.81,41.42,1494,79,FA-PID-LSSVM,6.92,3.64,0.85,1
B1173,29.48,62.05,23.31,4.74,48.2,49.76,1435,73,Fixed-Time,11.14,8.29,2.06,1
B1174,23.9,68.35,18.58,6.15,57.91,54.04,1022,82,FA-PID-LSSVM,6.8,3.62,0.88,1
B1175,29.51,65.62,27.85,6.33,55.11,50.26,1104,79,Fixed-Time,15.06,7.71,1.46,1
B1176,28.1,55.93,27.92,6.02,59.86,57.44,1162,90,PID,13.38,4.41,1.7,1
B1177,31.7,57.21,25.06,5.84,30.68,45.78,1066,83,Fixed-Time,13.52,6.53,1.13,1
B1178,21.6,55.12,22.24,6.68,33.39,41.72,1289,78,PID,11.01,4.29,1.23,1
B1179,31.42,64.46,27.6,4.24,48.28,58.73,1288,80,PID,10.39,6.32,0.86,1
B1180,28.12,61.72,24.66,4.99,54.62,47.56,1045,92,Fixed-Time,14.47,6.12,1.14,1
B1181,34.44,57.01,27.91,4.74,38.56,51.53,1080,87,FA-PID-LSSVM,6.28,3.85,0.52,1
B1182,25.13,69.37,25.58,6.96,37.18,55.84,1428,80,PID,11.44,6.59,1.37,1
B1183,29.49,62.94,27.41,5.17,53.61,46.49,1146,86,FA-PID-LSSVM,7.64,3.94,1.14,1
B1184,33.98,58.63,25.18,6.2,31.69,54.32,1221,71,Fixed-Time,16.42,7.44,2.45,1
B1185,21.54,62.51,22.97,6.05,41.08,42.71,1342,72,PID,9.55,4.27,1.21,1
B1186,34.06,65.19,29.5,4.64,45.17,45.83,1014,80,FA-PID-LSSVM,5.82,3.54,0.8,1
B1187,30.32,56.14,24.49,4.72,46.81,42.89,1378,87,PID,12.45,5.63,1.49,1
B1188,21.02,59.12,25.26,4.84,51.86,56.22,1120,96,Fixed-Time,13.02,8.53,2.45,1
B1189,24.51,67.1,20.65,5.23,40.65,44.45,1077,72,PID,13.66,5.82,1.44,1
B1190,30.62,61.89,25.51,4.7,48.38,54.35,1321,95,Fixed-Time,14.34,6.48,2.38,1
B1191,21.01,63.2,24.86,4.06,47.56,58.87,1294,84,FA-PID-LSSVM,6.44,4.33,1.02,1
B1192,28.73,61.49,20.22,6.64,46.43,50.56,1240,80,PID,9.34,4.82,1.84,1
B1193,25.19,55.66,18.72,6.9,49.21,50.8,1017,80,FA-PID-LSSVM,5.98,3.14,0.71,1
B1194,29.31,57.49,25.25,5.02,37.78,49.22,1255,97,Fixed-Time,11.28,6.46,1.74,1
B1195,20.69,61.68,27.16,5.02,32.54,46.52,1453,99,Fixed-Time,12.79,4.91,1.85,0
B1196,33.07,58.14,24.28,4.02,33.58,49.51,1442,97,FA-PID-LSSVM,5.91,3.04,0.82,1
B1197,34.6,55.75,20.72,6.04,36.74,52.06,1415,94,FA-PID-LSSVM,7.32,4.2,0.68,1
B1198,34.53,67.65,26.0,6.48,45.01,59.72,1276,89,Fixed-Time,17.24,6.19,1.88,1
B1199,31.24,69.72,18.96,4.44,55.21,58.76,1423,97,FA-PID-LSSVM,4.03,4.17,0.94,1
B1200,21.95,66.9,23.3,4.48,51.04,57.24,1475,94,Fixed-Time,15.04,6.39,2.21,1
B1201,31.37,67.81,19.96,6.37,53.67,57.78,1026,80,FA-PID-LSSVM,7.23,3.25,0.61,1
B1202,20.37,58.63,20.21,5.85,40.53,49.36,1001,88,Fixed-Time,13.38,7.32,2.5,1
B1203,20.33,69.41,20.43,4.13,42.14,53.15,1352,97,Fixed-Time,14.08,6.51,2.08,1
B1204,24.85,57.95,22.64,5.87,41.81,57.9,1463,70,PID,11.6,5.4,0.88,1
B1205,27.33,69.27,18.61,4.93,35.76,47.86,1294,96,Fixed-Time,14.24,8.43,2.08,1
B1206,31.56,69.92,22.77,5.11,31.84,59.24,1469,74,Fixed-Time,12.33,7.91,2.4,1
B1207,30.25,65.68,24.14,6.31,47.73,48.32,1311,79,PID,8.81,5.74,1.62,1
B1208,26.69,69.72,23.8,6.43,59.68,52.02,1362,79,PID,9.78,3.8,1.31,1
B1209,24.1,63.54,22.59,5.2,35.0,54.2,1382,83,FA-PID-LSSVM,7.03,2.73,0.92,1
B1210,34.96,58.89,28.07,6.84,31.4,59.01,1238,71,FA-PID-LSSVM,7.53,2.77,1.18,1
B1211,26.39,61.55,19.74,5.22,53.39,44.89,1012,73,Fixed-Time,15.5,5.11,2.41,1
B1212,26.77,63.9,24.07,6.32,37.58,54.92,1381,71,FA-PID-LSSVM,7.79,3.18,1.08,1
B1213,22.45,56.1,18.74,5.45,54.89,50.42,1183,87,FA-PID-LSSVM,7.44,2.61,0.65,1
B1214,31.92,64.34,18.85,6.69,51.12,45.37,1193,82,Fixed-Time,10.43,8.16,1.99,1
B1215,30.41,69.72,24.89,6.72,58.37,55.53,1461,88,PID,8.54,4.72,1.33,1
B1216,23.31,57.85,24.79,4.26,42.27,51.04,1055,74,PID,6.66,4.85,1.3,1
B1217,21.24,66.89,28.54,6.81,49.86,53.22,1229,89,Fixed-Time,12.88,5.7,1.37,1
B1218,30.21,68.62,24.69,6.48,43.95,46.46,1488,71,Fixed-Time,10.78,7.02,0.98,1
B1219,29.82,69.16,29.52,6.37,48.92,49.63,1027,80,Fixed-Time,15.54,6.06,0.95,1
B1220,24.1,69.4,18.58,4.6,43.49,52.35,1319,99,Fixed-Time,17.7,7.47,1.84,1
B1221,34.26,62.82,19.18,6.42,35.66,48.1,1070,99,Fixed-Time,15.91,7.28,2.19,1
B1222,22.27,69.66,18.53,6.55,45.24,43.97,1209,95,Fixed-Time,16.43,8.56,0.9,0
B1223,26.49,66.36,20.22,4.87,45.86,59.23,1447,87,FA-PID-LSSVM,7.63,2.69,1.08,1
B1224,34.15,57.43,24.5,6.86,54.32,50.23,1183,99,FA-PID-LSSVM,7.48,5.15,1.22,1
B1225,26.3,62.15,25.75,4.15,52.07,54.68,1424,75,FA-PID-LSSVM,6.99,4.39,0.97,1
B1226,29.58,65.77,18.55,4.45,49.91,48.22,1374,92,PID,10.85,4.01,0.77,1
B1227,25.96,58.71,29.35,5.61,33.4,47.1,1355,97,Fixed-Time,14.01,6.5,2.11,1
B1228,24.11,64.61,28.11,5.73,51.62,48.14,1040,79,Fixed-Time,16.74,6.3,2.43,1
B1229,34.76,65.0,21.56,5.94,45.01,48.18,1483,91,FA-PID-LSSVM,5.86,3.69,0.64,1
B1230,26.14,57.44,18.93,4.05,56.82,50.88,1491,92,PID,9.54,6.0,1.4,1
B1231,33.41,63.48,20.04,6.88,57.6,50.87,1259,86,FA-PID-LSSVM,6.63,2.69,0.65,1
B1232,23.45,66.57,19.52,4.13,31.65,49.94,1440,91,Fixed-Time,17.88,7.97,2.71,0
B1233,23.2,62.48,19.48,4.43,54.62,42.7,1413,80,Fixed-Time,15.43,7.91,1.52,1
B1234,20.47,55.18,24.22,4.04,31.13,49.92,1343,88,FA-PID-LSSVM,7.43,2.74,0.65,1
B1235,29.78,55.14,20.95,5.7,41.02,43.38,1083,86,FA-PID-LSSVM,7.67,3.2,0.99,1
B1236,25.53,60.36,22.3,6.8,46.27,42.52,1045,93,Fixed-Time,17.93,7.02,1.99,0
B1237,32.97,68.89,29.87,6.0,34.44,58.65,1439,73,FA-PID-LSSVM,5.82,3.81,0.68,1
B1238,27.1,58.43,26.21,6.47,52.39,52.1,1158,95,Fixed-Time,11.9,7.8,1.71,1
B1239,34.52,64.52,29.39,4.04,30.25,53.19,1343,93,FA-PID-LSSVM,7.53,3.49,0.96,1
B1240,22.78,58.33,19.71,5.63,35.06,48.04,1006,95,PID,9.08,4.66,1.41,1
B1241,33.03,59.83,22.59,5.38,47.42,58.18,1473,83,Fixed-Time,9.61,7.01,2.3,1
B1242,31.65,67.72,24.66,5.5,51.43,52.76,1332,96,PID,12.47,4.72,1.42,1
B1243,31.56,65.93,18.92,4.22,57.5,55.38,1437,89,FA-PID-LSSVM,7.56,3.7,0.86,1
B1244,32.67,56.43,18.05,6.05,51.16,47.37,1135,73,PID,11.06,5.45,1.18,1
B1245,31.42,61.43,26.05,5.51,50.15,59.2,1182,97,FA-PID-LSSVM,8.51,2.84,1.0,1
B1246,29.39,55.44,25.7,6.3,41.83,56.41,1196,83,PID,11.73,5.77,1.54,1
B1247,21.97,62.21,22.93,5.46,30.04,57.08,1171,95,PID,10.36,3.85,1.18,1
B1248,20.49,64.94,23.88,4.45,33.6,43.44,1396,73,PID,9.01,4.7,0.83,1
B1249,33.81,56.78,22.99,5.94,46.04,45.42,1348,75,Fixed-Time,13.05,6.4,0.81,1
B1250,29.25,59.33,18.29,4.52,50.25,45.71,1275,99,PID,11.55,5.76,1.26,1
B1251,31.95,60.97,22.02,6.62,42.52,45.42,1077,78,FA-PID-LSSVM,6.44,3.06,0.79,1
B1252,27.22,68.79,20.12,5.84,51.92,57.11,1415,90,FA-PID-LSSVM,7.23,3.69,0.76,1
B1253,21.76,69.9,19.18,4.47,45.66,40.64,1443,81,Fixed-Time,8.95,6.5,1.41,1
B1254,21.88,55.67,29.48,6.89,32.23,41.52,1177,98,Fixed-Time,18.11,8.9,2.17,1
B1255,30.28,66.42,25.19,5.56,35.76,45.48,1026,95,FA-PID-LSSVM,6.58,3.23,0.4,1
B1256,26.45,60.58,26.74,4.22,55.2,44.0,1119,99,PID,10.71,5.48,1.19,1
B1257,23.01,60.89,21.78,5.88,51.75,44.64,1280,77,FA-PID-LSSVM,7.14,2.9,0.74,1
B1258,27.37,66.31,22.72,4.76,56.84,55.96,1307,93,Fixed-Time,12.7,7.67,2.02,1
B1259,20.96,68.78,20.84,6.41,33.53,51.26,1195,73,Fixed-Time,13.67,6.37,1.79,1
B1260,28.73,69.26,19.16,6.45,59.71,40.12,1276,96,FA-PID-LSSVM,6.46,3.47,0.65,1
B1261,24.03,63.66,20.15,6.94,36.28,48.59,1017,95,PID,8.5,6.65,1.58,1
B1262,31.96,60.36,27.57,5.51,30.35,48.16,1294,94,PID,9.6,5.03,0.59,1
B1263,24.66,66.81,26.13,5.36,59.92,42.28,1270,94,Fixed-Time,10.82,5.87,1.98,1
